id,deskripsi
448,"Terjadi peristiwa:
- Menurut media Sukabumi Update, pada 02 Dec 2025, Waspada Cuaca Ekstrem Jelang Nataru, BMKG Ingatkan Jabar Potensi Tertinggi Hujan Lebat
- Menurut media Suarabogor.id, pada 02 Dec 2025, Bogor Siaga Satu! Hadapi Cuaca Ekstrem Akhir Tahun, Pemkab dan TNI Gelar Istighosah Kubro"
449,"Terjadi peristiwa:
- Menurut media ANTARA News, pada 16 Dec 2025, BMKG modifikasi cuaca di 6 titik, dari Sumatra hingga Nusa Tenggara
- Menurut media TVRI News, pada 16 Dec 2025, Komisi VIII DPR RI Desak Kewaspadaan Megathrust dan Cuaca Ekstrem
- Menurut media Lingkar.co, pada 17 Dec 2025, 3 Siklon Tropis Kepung Indonesia, BMKG Minta Warga Waspada Cuaca Ekstrem
- Menurut media CNBC Indonesia, pada 15 Dec 2025, RI Dikepung 3 Siklon, Kepala BMKG Beri Warning
- Menurut media tvOneNews, pada 11 Dec 2025, Akibat Cuaca Ekstrim 60 Hektare Sawah di Tangerang Terancam Puso
- Menurut media Tempo.co, pada 17 Dec 2025, Nataru, ASDP Kerahkan 32 Kapal Ketapang
- Menurut media CNBC Indonesia, pada 12 Dec 2025, Wilayah RI Dihantam Siklon Bakung, BMKG Ungkap Sampai Kapan
- Menurut media Tribunnews.com, pada 16 Dec 2025, Peringatan Dini Cuaca Besok, Selasa 16 Desember 2025: Siaga Hujan Lebat di Aceh-Bali
- Menurut media Brilio.net, pada 12 Dec 2025, Mengenal bibit siklon tropis 93S, dan apa dampaknya untuk Indonesia?
- Menurut media jejakkriminal.net, pada 13 Dec 2025, Sumatera Utara Dilanda Cuaca Ekstrim. Simalungun Tak Luput Dari Sasaran, Kapolres Turun Tangan! Langsung Salurkan Bantuan kepada 7 Keluarga Korban Puting Beliung di Parbalogan, Kerugian Capai Rp90 Juta"
450,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2025)
- New Year's Day (01-01-2026)

Terjadi peristiwa:
- Menurut media Tempo.co, pada 26 Dec 2025, Bagaimana Upaya Pemerintah Mengantisipasi Cuaca Ekstrem?
- Menurut media Antara News jatim, pada 22 Dec 2025, BPBD lakukan penanganan darurat jebolnya Tanggul Plalangan Lamongan
- Menurut media CNBC Indonesia, pada 19 Dec 2025, BMKG Peringatkan Hujan Lebat di Jakarta-Banten, Awas Cuaca Ekstrem
- Menurut media Kompas.tv, pada 26 Dec 2025, BMKG Imbau Waspada Cuaca Ekstrem Hujan Lebat Akibat Bibit Siklon 96S hingga 27 Desember 2025
- Menurut media detikFinance, pada 23 Dec 2025, Harga Cabai Naik Gegara Cuaca Ekstrem Bikin Panen Terganggu
- Menurut media Jawa Pos, pada 19 Dec 2025, Gelombang Kelvin Aktif, BMKG Peringatkan Cuaca Ekstrem di Kalteng
- Menurut media RRI.co.id, pada 22 Dec 2025, Banjir Terjang 3 Kecamatan di Kabupaten Pasuruan
- Menurut media Tribunflores.com, pada 27 Dec 2025, Cuaca Ekstrim, Tim Pencarian Korban KM Putri Sakina Bermalam di Pulau Padar Labuan Bajo
- Menurut media Hariane.com, pada 22 Dec 2025, Mau Liburan Akhir Tahun? Cek Prakiraan Cuaca Hari ini Senin 22 Desember 2025 Disini"
451,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2025)
- New Year's Day (01-01-2026)

Terjadi peristiwa:
- Menurut media Antara News jatim, pada 31 Dec 2025, Sebanyak 49.755 wisatawan kunjungi kawasan TNBTS libur akhir tahun
- Menurut media Suara.com, pada 31 Dec 2025, Waspada Cuaca Ekstrem! Wamendag Pantau Pasokan Pangan dan Antisipasi Lonjakan Harga Cabai"
452,"Berdekatan dengan hari besar:
- New Year's Day (01-01-2025)

Terjadi peristiwa:
- Menurut media DPD PDI Perjuangan Jawa Timur, pada 04 Jan 2025, 2-10 Januari Bakal Terjadi Cuaca Ekstrem, Ini Imbauan Eri untuk Warga Surabaya"
453,"Berdekatan dengan hari besar:
- New Year's Day (01-01-2025)
- Isra' and Mi'raj (27-01-2025)
- Lunar New Year (29-01-2025)

Terjadi peristiwa:
- Menurut media Berita Cikarang, pada 14 Jan 2025, Kenaikan Harga Cabai Disebabkan Karena Cuaca Ekstrem
- Menurut media ANTARA News, pada 13 Jan 2025, Bapanas sebut kenaikan harga cabai karena cuaca ekstrem
- Menurut media Lumajang Satu, pada 17 Jan 2025, Waduh, Akhir Januari 2025 Lumajang Diprediksi Dilanda Cuaca Ekstrim Warga Diminta Waspada
- Menurut media Espos.id, pada 13 Jan 2025, Harga Cabai Melejit Gara-gara Cuaca Ekstrem
- Menurut media Radar Bromo, pada 18 Jan 2025, Waspada...Cuaca Ekstrim Diprediksi Berlangsung Sepekan
- Menurut media GoodStats, pada 18 Jan 2025, Jawa Barat Jadi Provinsi yang Paling Sering Alami Cuaca Ekstrem
- Menurut media Bisnis.com, pada 17 Jan 2025, Cuaca Ekstrem, Penutupan Jalur Pendakian Gunung Semeru Diperpanjang
- Menurut media Liputan6.com, pada 11 Jan 2025, Harga Cabai Mahal, Petani Curhat Gagal Panen Gara-gara Cuaca Ekstrem"
454,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (27-01-2025)
- Lunar New Year (29-01-2025)"
455,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (27-01-2025)
- Lunar New Year (29-01-2025)

Terjadi peristiwa:
- Menurut media Tempo.co, pada 30 Jan 2025, BMKG Ingatkan Cuaca Ekstrem di Jawa Tengah, Pemprov Jakarta Siapkan Modifikasi Cuaca
- Menurut media Radar Situbondo, pada 30 Jan 2025, Petani Jagung Situbondo Keluhkan Cuaca Ekstrem, Harga Jual Masih Rendah
- Menurut media RRI.co.id, pada 30 Jan 2025, Waspada Cuaca Ekstrim, BPBD Imbau Masyarakat Selalu Siaga"
456,"Terjadi peristiwa:
- Menurut media MetroTVNews.com, pada 06 Feb 2025, Waspada! 7 Daerah di Jateng Berpotensi Cuaca Ekstrem Hari Ini"
457,"Terjadi peristiwa:
- Menurut media detikNews, pada 13 Feb 2025, Isu Beras Impor dan Upaya Jaga Kesejahteraan Petani
- Menurut media Jawa Pos, pada 16 Feb 2025, Kok Bisa! Bulog Pangkalan Bun Hentikan Pasokan Beras SPHP
- Menurut media RRI.co.id, pada 16 Feb 2025, Cuaca Ekstrem, Banjir Melanda Sejumlah Wilayah di Indonesia
- Menurut media Liputan6.com, pada 19 Feb 2025, Cuaca Hari Ini Rabu 19 Februari 2025: Jabodetabek Bersiap Hadapi Hujan Siang Nanti"
458,Tidak ditemukan peristiwa dalam periode tersebut.
459,"Berdekatan dengan hari besar:
- Day of Silence (29-03-2025)
- Eid al-Fitr (31-03-2025)
- Eid al-Fitr Second Day (01-04-2025)"
460,"Berdekatan dengan hari besar:
- Good Friday (18-04-2025)
- Easter Sunday (20-04-2025)

Terjadi peristiwa:
- Menurut media detikcom, pada 21 Apr 2025, Awas! Cuaca Ekstrem Landa Sejumlah Wilayah di Jatim hingga 27 April 2025"
461,"Berdekatan dengan hari besar:
- International Labor Day (01-05-2025)
- Vesak Day (12-05-2025)"
462,"Berdekatan dengan hari besar:
- Ascension Day (29-05-2025)
- Pancasila Day (01-06-2025)
- Eid al-Adha (06-06-2025)

Terjadi peristiwa:
- Menurut media Radar Jogja, pada 04 Jun 2025, BMKG Yogyakarta Ungkap Penyebab Cuaca Cepat Berubah, Pagi Panas-Sore Hujan"
463,"Berdekatan dengan hari besar:
- Islamic New Year (27-06-2025)

Terjadi peristiwa:
- Menurut media tribunjatim-timur.com, pada 02 Jul 2025, Gratis! Ribuan Penari dan Artis Dangdut Akan Semarakkan Penutupan Porprov 2025 di Stadion Kanjuruhan"
464,Tidak ditemukan peristiwa dalam periode tersebut.
465,"Terjadi peristiwa:
- Menurut media Radarbekasi.id, pada 09 Jul 2025, Cuaca Ekstrem hingga 13 Juli, Petugas BPBD Kota Bekasi Siaga di Wilayah Rawan Banjir
- Menurut media Kompas.com, pada 10 Jul 2025, BMKG Ungkap Penyebab Fenomena Suhu Dingin di Jawa, Bali, dan Nusa Tenggara pada Juli 2025
- Menurut media kliksumut.com, pada 09 Jul 2025, Waspada Cuaca Ekstrem! BMKG Prediksi Hujan Petir di Sejumlah Kota Besar Indonesia Hari Ini
- Menurut media joglosemar news, pada 10 Jul 2025, Bediding Menyerang! Ini loh Penyebab Hawa Dingin Menusuk Tulang"
466,Tidak ditemukan peristiwa dalam periode tersebut.
467,Tidak ditemukan peristiwa dalam periode tersebut.
468,Tidak ditemukan peristiwa dalam periode tersebut.
469,Tidak ditemukan peristiwa dalam periode tersebut.
470,Tidak ditemukan peristiwa dalam periode tersebut.
471,Tidak ditemukan peristiwa dalam periode tersebut.
472,"Berdekatan dengan hari besar:
- Independence Day (17-08-2025)"
473,"Berdekatan dengan hari besar:
- Independence Day (17-08-2025)"
474,"Berdekatan dengan hari besar:
- Independence Day (17-08-2025)"
475,"Berdekatan dengan hari besar:
- Prophet's Birthday (05-09-2025)"
476,"Berdekatan dengan hari besar:
- Prophet's Birthday (05-09-2025)"
477,"Berdekatan dengan hari besar:
- Prophet's Birthday (05-09-2025)"
478,Tidak ditemukan peristiwa dalam periode tersebut.
479,"Terjadi peristiwa:
- Menurut media Bisnis.com, pada 16 Sep 2025, Pemprov Jatim Lakukan Modifikasi Cuaca untuk Antisipasi Potensi Cuaca Ekstrem"
480,Tidak ditemukan peristiwa dalam periode tersebut.
481,Tidak ditemukan peristiwa dalam periode tersebut.
482,"Terjadi peristiwa:
- Menurut media Hariane.com, pada 04 Oct 2025, Prakiraan Cuaca Hari ini Sabtu 4 Oktober 2025, BMKG Peringatkan Hujan Lebat"
483,"Terjadi peristiwa:
- Menurut media RRI.co.id, pada 07 Oct 2025, Dampak Cuaca Ekstrim, Stok Rempah di Sangihe Menipis
- Menurut media Beritajateng.tv, pada 13 Oct 2025, 13 Oktober 2025: BMKG Peringatkan Cuaca Ekstrem, Hujan dan Suhu Panas Landa Sejumlah Wilayah Indonesia"
484,"Terjadi peristiwa:
- Menurut media Tribunnews.com, pada 03 Nov 2025, Musim Hujan Memuncak! BMKG Beberkan Wilayah Paling Berisiko Cuaca Ekstrem"
485,Tidak ditemukan peristiwa dalam periode tersebut.
486,Tidak ditemukan peristiwa dalam periode tersebut.
487,"Terjadi peristiwa:
- Menurut media RRI.co.id, pada 21 Nov 2025, Cuaca Ekstrem Picu Kenaikan Harga Sayur di Bandung"
488,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2025)
- New Year's Day (01-01-2026)

Terjadi peristiwa:
- Menurut media Tribunflores.com, pada 27 Dec 2025, Cuaca Ekstrim, Tim Pencarian Korban KM Putri Sakina Bermalam di Pulau Padar Labuan Bajo"
489,"Berdekatan dengan hari besar:
- New Year's Day (01-01-2025)
- Isra' and Mi'raj (27-01-2025)
- Lunar New Year (29-01-2025)

Terjadi peristiwa:
- Menurut media Berita Cikarang, pada 14 Jan 2025, Kenaikan Harga Cabai Disebabkan Karena Cuaca Ekstrem
- Menurut media ANTARA News, pada 13 Jan 2025, Bapanas sebut kenaikan harga cabai karena cuaca ekstrem
- Menurut media DPD PDI Perjuangan Jawa Timur, pada 04 Jan 2025, 2-10 Januari Bakal Terjadi Cuaca Ekstrem, Ini Imbauan Eri untuk Warga Surabaya
- Menurut media Lumajang Satu, pada 17 Jan 2025, Waduh, Akhir Januari 2025 Lumajang Diprediksi Dilanda Cuaca Ekstrim Warga Diminta Waspada
- Menurut media Espos.id, pada 13 Jan 2025, Harga Cabai Melejit Gara-gara Cuaca Ekstrem
- Menurut media Radar Bromo, pada 18 Jan 2025, Waspada...Cuaca Ekstrim Diprediksi Berlangsung Sepekan
- Menurut media GoodStats, pada 18 Jan 2025, Jawa Barat Jadi Provinsi yang Paling Sering Alami Cuaca Ekstrem
- Menurut media Bisnis.com, pada 17 Jan 2025, Cuaca Ekstrem, Penutupan Jalur Pendakian Gunung Semeru Diperpanjang
- Menurut media Liputan6.com, pada 11 Jan 2025, Harga Cabai Mahal, Petani Curhat Gagal Panen Gara-gara Cuaca Ekstrem"
490,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (27-01-2025)
- Lunar New Year (29-01-2025)

Terjadi peristiwa:
- Menurut media InfoPublik, pada 02 Feb 2025, Potensi Cuaca Ekstrem di Sebagian Wilayah Indonesia, BMKG Imbau Waspada
- Menurut media MetroTVNews.com, pada 06 Feb 2025, Waspada! 7 Daerah di Jateng Berpotensi Cuaca Ekstrem Hari Ini
- Menurut media Tempo.co, pada 30 Jan 2025, BMKG Ingatkan Cuaca Ekstrem di Jawa Tengah, Pemprov Jakarta Siapkan Modifikasi Cuaca
- Menurut media Bisnis Tekno, pada 07 Feb 2025, Penyebab Jateng Diselimuti Angin Kencang hingga Badai Beberapa Hari Terakhir
- Menurut media tvOneNews, pada 03 Feb 2025, BMKG Warning Kecepatan Angin 54 Km Per Jam, Waspada Cuaca Ekstrim Tiga Hari Kedepan
- Menurut media RRI.co.id, pada 06 Feb 2025, Harga Sayur Melonjak Di Tarakan Akibat Cuaca Ekstrim
- Menurut media KoranDiva, pada 30 Jan 2025, Produksi Bawang Merah Menurun Drastis, Petani di Pati Hadapi Tantangan Besar
- Menurut media Cianjur Update, pada 06 Feb 2025, Siklon Tropis Taliah Ancam Cuaca Indonesia, BMKG Peringatkan Gelombang Tinggi
- Menurut media Tempo.co, pada 01 Feb 2025, Hadapi Potensi Hujan Ekstrem, Pemprov Jakarta Segera Lakukan Operasi Modifikasi Cuaca"
491,"Terjadi peristiwa:
- Menurut media CNBC Indonesia, pada 10 Feb 2025, BMKG Ingatkan Awas Hujan Lebat-Bencana Tanah Longsor di 10-13 Februari
- Menurut media Lumajang Satu, pada 10 Feb 2025, Pohon Tumbang Serta Puluhan Rumah Rusak di Lumajang Akibat Angin Kencang
- Menurut media iNews.ID, pada 09 Feb 2025, Bencana Banjir Berdampak pada Penurunan Serapan Gabah dan Beras, Ini Penjelasan Pj Gubernur Jateng
- Menurut media Suara Merdeka Jatim, pada 09 Feb 2025, Aone Trawas, Sensasi Pantai di Atas Awan Jadi Destinasi Wisata Baru"
492,"Terjadi peristiwa:
- Menurut media Jawa Pos, pada 16 Feb 2025, Kok Bisa! Bulog Pangkalan Bun Hentikan Pasokan Beras SPHP
- Menurut media RRI.co.id, pada 16 Feb 2025, Cuaca Ekstrem, Banjir Melanda Sejumlah Wilayah di Indonesia
- Menurut media Liputan6.com, pada 19 Feb 2025, Cuaca Hari Ini Rabu 19 Februari 2025: Jabodetabek Bersiap Hadapi Hujan Siang Nanti"
493,Tidak ditemukan peristiwa dalam periode tersebut.
494,Tidak ditemukan peristiwa dalam periode tersebut.
495,Tidak ditemukan peristiwa dalam periode tersebut.
496,Tidak ditemukan peristiwa dalam periode tersebut.
497,Tidak ditemukan peristiwa dalam periode tersebut.
498,Tidak ditemukan peristiwa dalam periode tersebut.
499,"Berdekatan dengan hari besar:
- Day of Silence (29-03-2025)
- Eid al-Fitr (31-03-2025)
- Eid al-Fitr Second Day (01-04-2025)"
500,"Berdekatan dengan hari besar:
- Day of Silence (29-03-2025)
- Eid al-Fitr (31-03-2025)
- Eid al-Fitr Second Day (01-04-2025)"
501,"Berdekatan dengan hari besar:
- Day of Silence (29-03-2025)
- Eid al-Fitr (31-03-2025)
- Eid al-Fitr Second Day (01-04-2025)

Terjadi peristiwa:
- Menurut media Radar Tulungagung, pada 07 Apr 2025, Pembangunan JLS Lot 1A-1B di Tulungagung Terkendala Cuaca Ekstrim"
502,"Berdekatan dengan hari besar:
- Good Friday (18-04-2025)
- Easter Sunday (20-04-2025)
- International Labor Day (01-05-2025)
- Vesak Day (12-05-2025)
- Ascension Day (29-05-2025)
- Pancasila Day (01-06-2025)
- Eid al-Adha (06-06-2025)

Terjadi peristiwa:
- Menurut media detikcom, pada 21 Apr 2025, Awas! Cuaca Ekstrem Landa Sejumlah Wilayah di Jatim hingga 27 April 2025
- Menurut media Diskominfo Kota Kediri, pada 30 May 2025, Luncurkan ATM Beras Mapan, Upaya Nyata Pemkot Kediri Atasi Kemiskinan Ekstrem
- Menurut media Kompas.com, pada 07 May 2025, Cuaca Esktrem Landa 9 Kecamatan di Sukabumi, 33 Rumah Rusak
- Menurut media Radar Bangkalan, pada 18 May 2025, Petani Tembakau Cemas Hadapi Musim Tanam 2025 Akibat Hujan Ekstrem
- Menurut media Radar Jogja, pada 04 Jun 2025, BMKG Yogyakarta Ungkap Penyebab Cuaca Cepat Berubah, Pagi Panas-Sore Hujan
- Menurut media Kompas.com, pada 11 May 2025, 14 Wilayah Jawa Tengah yang Masuk Musim Kemarau Pertengahan Mei 2025, Mana Saja?
- Menurut media Radar Tulungagung, pada 29 May 2025, Bukan Horor, Asal Muasal Pantai Banteng Mati di Blitar, Nama Unik Berasal dari Peristiwa Nyata yang Pernah Terjadi di Lokasi Tersebut
- Menurut media Jatim Hari Ini, pada 29 Apr 2025, BNNP Bersama Pemkab Sampang Musnahkan Barang Bukti Narkotika
- Menurut media Jatim Hari Ini, pada 24 Apr 2025, Tingkatkan Layanan, Praktek Dokter Poli Jantung di RSMZ Sampang Buka di Hari Libur
- Menurut media Radar Banyuwangi, pada 24 May 2025, Waspada! Gelombang Tinggi Landa Selat Bali Hari Ini, BPTD Jatim Sebut Cuaca Berubah Sejak Kamis"
503,"Berdekatan dengan hari besar:
- Pancasila Day (01-06-2025)
- Eid al-Adha (06-06-2025)"
504,"Berdekatan dengan hari besar:
- Islamic New Year (27-06-2025)
- Independence Day (17-08-2025)
- Prophet's Birthday (05-09-2025)

Terjadi peristiwa:
- Menurut media Kompas.id, pada 22 Jul 2025, Krisis Iklim, Krisis Pangan, dan Jalan Keluarnya
- Menurut media Suara Surabaya, pada 11 Sep 2025, Peringatan Cuaca Ekstrem Jawa Timur
- Menurut media MetroTVNews.com, pada 11 Sep 2025, Waspada, Cuaca Ekstrem Intai Warga Malang hingga 17 September
- Menurut media Kompas.tv, pada 22 Jul 2025, Cuaca Ekstrem Masih Berpotensi Terjadi di Tengah Musim Kemarau, Ini Kata BMKG
- Menurut media Bloomberg Technoz, pada 29 Jun 2025, BMKG Imbau Masyarakat Waspadai Cuaca Ekstrim di Destinasi Wisata
- Menurut media Timex Kupang, pada 11 Sep 2025, Bali Diterjang Cuaca Ekstrim
- Menurut media CNBC Indonesia, pada 11 Jul 2025, Suhu Dingin di Musim Kemarau Juli Efek Fenomena Aphelion? Ini Faktanya
- Menurut media netralnews.com, pada 28 Jun 2025, Dampak Perubahan Iklim Global terhadap Sektor Pertanian di Jawa Timur
- Menurut media beritajatim.com, pada 24 Aug 2025, Anomali Cuaca Tekan Sektor Pertanian Tembakau di Bondowoso, Petani Masih Nekat Tanam
- Menurut media Kompas.com, pada 31 Jul 2025, Wilayah Pulau Jawa yang Dilanda Hujan pada Awal Agustus 2025
- Menurut media kabarbaik.co, pada 04 Aug 2025, Cuaca Panas Mendera Surabaya, Suhu Terasa Capai 38 Derajat
- Menurut media Radarbekasi.id, pada 09 Jul 2025, Cuaca Ekstrem hingga 13 Juli, Petugas BPBD Kota Bekasi Siaga di Wilayah Rawan Banjir
- Menurut media Jawa Pos, pada 02 Sep 2025, Cuaca Ekstrem Terjang Belasan Rumah di Bintan, 35 Jiwa Terdampak
- Menurut media BeritaSatu.com, pada 31 Jul 2025, Cuaca Ekstrem, Mak-mak di Berau Masak Telur Pakai Panas Matahari
- Menurut media RRI.co.id, pada 27 Jun 2025, Curah Hujan Ekstrim Berdampak pada Daya Beli Masyarakat
- Menurut media Kompas.tv, pada 09 Sep 2025, BMKG: Siaga Cuaca Ekstrem 9-11 September 2025, Ini Wilayah Terdampak, Warga Diminta Waspada
- Menurut media Bloomberg Technoz, pada 07 Jul 2025, Masuk Musim Kemarau, Kok Hujan Deras bahkan Banjir? Ini Kata BMKG
- Menurut media kliksumut.com, pada 09 Jul 2025, Waspada Cuaca Ekstrem! BMKG Prediksi Hujan Petir di Sejumlah Kota Besar Indonesia Hari Ini"
505,Tidak ditemukan peristiwa dalam periode tersebut.
506,Tidak ditemukan peristiwa dalam periode tersebut.
507,Tidak ditemukan peristiwa dalam periode tersebut.
508,"Terjadi peristiwa:
- Menurut media RRI.co.id, pada 07 Oct 2025, Dampak Cuaca Ekstrim, Stok Rempah di Sangihe Menipis
- Menurut media Hariane.com, pada 04 Oct 2025, Prakiraan Cuaca Hari ini Sabtu 4 Oktober 2025, BMKG Peringatkan Hujan Lebat"
509,Tidak ditemukan peristiwa dalam periode tersebut.
510,"Terjadi peristiwa:
- Menurut media RRI.co.id, pada 15 Oct 2025, Ketahui Wilayah Terdampak Suhu Panas Ekstrem
- Menurut media Beritajateng.tv, pada 13 Oct 2025, 13 Oktober 2025: BMKG Peringatkan Cuaca Ekstrem, Hujan dan Suhu Panas Landa Sejumlah Wilayah Indonesia"
511,"Terjadi peristiwa:
- Menurut media ANTARA News, pada 25 Oct 2025, Warga terdampak cuaca ekstrem di Kabupaten Bekasi capai 304 orang
- Menurut media Radarbekasi.id, pada 24 Oct 2025, Pemkot Bekasi Siap Hadapi Cuaca Ekstrem
- Menurut media Pos-kupang.com, pada 23 Oct 2025, NTT Dilanda Cuaca Panas Ekstrem, BMKG: Hindari Aktivitas Di Luar Rumah pukul 10.00 hingga 16.00 WITA"
512,"Terjadi peristiwa:
- Menurut media HARIAN DISWAY, pada 06 Nov 2025, Potensi Cuaca Ekstrim Melanda 38 Kabupaten Jawa Timur Hingga Sepekan ke Depan
- Menurut media Tribunnews.com, pada 04 Nov 2025, Indonesia Masuk Periode Transisi Puncak Musim Hujan, Warga Diminta Waspada Cuaca Ekstrim
- Menurut media Antara News jatim, pada 05 Nov 2025, Polres Malang tekankan keselamatan warga prioritas penanganan bencana
- Menurut media TIMES Indonesia, pada 04 Nov 2025, BMKG Prediksi Cuaca Ekstrem di Malang Raya dengan Curah Hujan di Atas Normal
- Menurut media Kompas.com, pada 05 Nov 2025, BMKG Peringatkan Puncak Musim Hujan: Curah Hujan Tinggi dan Cuaca Ekstrem
- Menurut media republika.co.id, pada 05 Nov 2025, Longsor dan Cuaca Ekstrim Landa Majalengka
- Menurut media Lampung77.com, pada 06 Nov 2025, Info Cuaca BMKG, 5 Wilayah Lampung Dilanda Hujan dan Angin Kencang Hari Ini
- Menurut media Radar Tuban, pada 05 Nov 2025, DPRD Jatim Minta Sanksi Tegas untuk Penjual Pupuk di Atas HET, Petani Diharapkan Berani Laporkan Kios Nakal
- Menurut media Radar Jember, pada 08 Nov 2025, Ancaman Potensi La Nina Menunggu, Warga Lumujang Diminta Tetap Waspada
- Menurut media ANTARA News, pada 04 Nov 2025, Kementerian PU siapkan 5.755 unit alat berat hadapi potensi bencana"
513,"Terjadi peristiwa:
- Menurut media flash lombok, pada 11 Nov 2025, BMKG Ingatkan Waspada Cuaca Ekstrim di NTB
- Menurut media Kompas.com, pada 11 Nov 2025, Cuaca Ekstrem di Pasuruan, Hujan Deras Serta Angin Kencang Pohon Tumbang Timpa Pikap
- Menurut media RRI.co.id, pada 10 Nov 2025, BMKG: Peringatan Dini Potensi Cuaca Ekstrim di Aceh
- Menurut media Ketik.com, pada 10 Nov 2025, PLN Minta Maaf ke Pelanggan di ULP Jatirogo UP3 Bojonegoro, Diskon 50 Persen untuk Tambah Daya
- Menurut media Ayo Bandung, pada 11 Nov 2025, Siaga Bencana Hidrometeorologi! BMKG Himbau Masyarakat Waspada Cuaca Ekstrem Karena Siklon Tropis Fung Wong"
514,Tidak ditemukan peristiwa dalam periode tersebut.
515,"Terjadi peristiwa:
- Menurut media Espos.id, pada 19 Nov 2025, Cuaca Ekstrem, Jalur Pendakian Gunung Lawu via Cemoro Sewu Berstatus Waspada"
516,"Terjadi peristiwa:
- Menurut media RRI.co.id, pada 21 Nov 2025, Cuaca Ekstrem Picu Kenaikan Harga Sayur di Bandung"
517,Tidak ditemukan peristiwa dalam periode tersebut.
518,Tidak ditemukan peristiwa dalam periode tersebut.
519,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2025)
- New Year's Day (01-01-2026)

Terjadi peristiwa:
- Menurut media Antara News jatim, pada 09 Dec 2025, TNBTS perpanjang penutupan pendakian Semeru antisipasi cuaca ekstrem
- Menurut media Bisnis.com, pada 09 Dec 2025, Potensi Cuaca Ekstrim, Penutupan Pendakian Semeru Diperpanjang
- Menurut media Tempo.co, pada 26 Dec 2025, Bagaimana Upaya Pemerintah Mengantisipasi Cuaca Ekstrem?
- Menurut media sudut kota, pada 09 Dec 2025, Harga Cabai di Jombang Tembus Rp100 Ribu Jelang Nataru, Akibat Cuaca Ekstrim
- Menurut media CNBC Indonesia, pada 19 Dec 2025, BMKG Peringatkan Hujan Lebat di Jakarta-Banten, Awas Cuaca Ekstrem
- Menurut media Kompas.tv, pada 26 Dec 2025, BMKG Imbau Waspada Cuaca Ekstrem Hujan Lebat Akibat Bibit Siklon 96S hingga 27 Desember 2025
- Menurut media TVRI News, pada 16 Dec 2025, Komisi VIII DPR RI Desak Kewaspadaan Megathrust dan Cuaca Ekstrem
- Menurut media Serambinews.com, pada 03 Dec 2025, BMKG: Hujan Lebat hingga Ekstrem Masih Terjadi di Aceh, Sumut dan Sumbar Sampai 3 Desember 2025
- Menurut media detikFinance, pada 23 Dec 2025, Harga Cabai Naik Gegara Cuaca Ekstrem Bikin Panen Terganggu
- Menurut media Lingkar.co, pada 17 Dec 2025, 3 Siklon Tropis Kepung Indonesia, BMKG Minta Warga Waspada Cuaca Ekstrem
- Menurut media Jawa Pos, pada 19 Dec 2025, Gelombang Kelvin Aktif, BMKG Peringatkan Cuaca Ekstrem di Kalteng
- Menurut media Suara.com, pada 31 Dec 2025, Waspada Cuaca Ekstrem! Wamendag Pantau Pasokan Pangan dan Antisipasi Lonjakan Harga Cabai
- Menurut media Bacaini.id, pada 08 Dec 2025, Jelang Nataru Harga Cabai Rawit di Jombang Naik Ugal-ugalan
- Menurut media ANTARA News, pada 16 Dec 2025, BMKG modifikasi cuaca di 6 titik, dari Sumatra hingga Nusa Tenggara
- Menurut media Jawa Pos, pada 03 Dec 2025, Cuaca Buruk Mengintai, Warga Sampit Diingatkan Waspada Saat Bepergian
- Menurut media Antara News jatim, pada 22 Dec 2025, BPBD lakukan penanganan darurat jebolnya Tanggul Plalangan Lamongan
- Menurut media Brilio.net, pada 12 Dec 2025, Mengenal bibit siklon tropis 93S, dan apa dampaknya untuk Indonesia?"
